what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1427687909515
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427687911823
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1427687913823
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1427687942282
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1427687943097
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1427687943606
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427687969682
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427687970837
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427687971149
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427687972539
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427687972581
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427687973599
opened,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1427687979186
activated,editor,org.eclipse.ui.browser,3.3.1.r36_20101216,"org.eclipse.ui.browser.editor",1427687979246
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427687984813
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427687992773
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427687994683
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1427688000283
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427688001883
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427688007181
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427688009565
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1427688014178
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427688015086
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427688017016
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1427688019155
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427688020827
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427688022452
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1427688033608
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427688037547
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1427688039512
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427688041078
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1427688050118
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427688051841
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1427688057037
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427688069193
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427688073218
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1427688082714
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1427688085383
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1427688088458
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427688089084
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1427688090548
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427688105137
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427688106357
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427688108767
activated,editor,org.eclipse.jst.jsp.ui,1.1.503.v201101262228,"org.eclipse.jst.jsp.core.jspsource.source",1427688112777
